"id","pid","rid","rdid","imagepath","detail","crtime","created","checked","status","check","uid","updated","count","remark","rname","uname","iname","filesize","height","check_uid","check_num","width","cctime","accept_check","accept_check_num","accept_cctime","accept_check_uid","label_counts","is_per","thumb_img","pcd_path","filetype","classifications"
"2677089","8971","7795","1826067","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/52e28ea1efdcf47fbb5cd8be0db03835.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""e82219a0-a144-4887-b02c-1a71461556e0"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 354, ""y"": 0}, {""x"": 732, ""y"": 0}, {""x"": 732, ""y"": 372}, {""x"": 354, ""y"": 372}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5621_977192.jpg","344225","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/52e28ea1efdcf47fbb5cd8be0db03835.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677090","8971","7795","1826069","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/e41643f37b33752d76a7247c500a4e6b.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""85467130-4114-4b84-af87-93a6eebf72e9"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 663, ""y"": 447}, {""x"": 1067, ""y"": 447}, {""x"": 1067, ""y"": 1062}, {""x"": 663, ""y"": 1062}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5623_917580.jpg","347219","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/e41643f37b33752d76a7247c500a4e6b.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677091","8971","7795","1826071","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/16145631380f764200c3b74ddba10df7.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""176223b6-aad0-4142-9c67-48c5f51d2e02"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 644, ""y"": 0}, {""x"": 1049, ""y"": 0}, {""x"": 1049, ""y"": 462}, {""x"": 644, ""y"": 462}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5624_294985.jpg","342123","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/16145631380f764200c3b74ddba10df7.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677092","8971","7795","1826073","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/8caf5e007277b2ae906cf4df8cc75067.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""50906d35-457c-42a9-824f-4999710a1916"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 396, ""y"": 471}, {""x"": 800, ""y"": 471}, {""x"": 800, ""y"": 1009}, {""x"": 396, ""y"": 1009}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5631_465784.jpg","343151","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/8caf5e007277b2ae906cf4df8cc75067.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677093","8971","7795","1826075","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/8b2e01abc19ee092daa67efb0d554d6d.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""95e62347-b8b2-4e1c-bec5-de3dc81e51f2"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 376, ""y"": 387}, {""x"": 737, ""y"": 387}, {""x"": 737, ""y"": 701}, {""x"": 376, ""y"": 701}]}, {""name"": ""fines"", ""uuid"": ""4d9620ae-addf-4bb9-9294-bd27a75616b6"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 587, ""y"": 41}, {""x"": 1065, ""y"": 41}, {""x"": 1065, ""y"": 503}, {""x"": 587, ""y"": 503}]}, {""name"": ""fines"", ""uuid"": ""f726473a-f7fa-4f6d-a8f1-f1a210368590"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 1211, ""y"": 161}, {""x"": 1267, ""y"": 161}, {""x"": 1267, ""y"": 232}, {""x"": 1211, ""y"": 232}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5634_515966.jpg","352788","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/8b2e01abc19ee092daa67efb0d554d6d.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677094","8971","7795","1826077","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/1d0eeea508e5c44657874902eabe3fdd.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""1291918d-e869-442a-b624-3768a237b583"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 375, ""y"": 0}, {""x"": 875, ""y"": 0}, {""x"": 875, ""y"": 669}, {""x"": 375, ""y"": 669}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5642_835482.jpg","352330","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/1d0eeea508e5c44657874902eabe3fdd.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677095","8971","7795","1826079","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/f43ab3a4e70df43cea2783de5e6ecdf9.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""53adcb4f-61fa-4602-a07b-77d03b428953"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 807, ""y"": 1084}, {""x"": 1009, ""y"": 1084}, {""x"": 1009, ""y"": 1326}, {""x"": 807, ""y"": 1326}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5645_439645.jpg","333376","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/f43ab3a4e70df43cea2783de5e6ecdf9.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677096","8971","7795","1826081","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/29e4d0e8c93fdf948ba2c8cfbc304d75.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""7cbfe975-1305-4f11-a7ac-8f9d4bbbd6df"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 792, ""y"": 504}, {""x"": 994, ""y"": 504}, {""x"": 994, ""y"": 753}, {""x"": 792, ""y"": 753}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5645_906648.jpg","334576","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/29e4d0e8c93fdf948ba2c8cfbc304d75.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
"2677097","8971","7795","1826083","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/1e3944b94252e0093d0cf8f25bb880d9.jpg","{""svgArr"": [{""name"": ""fines"", ""uuid"": ""9d527192-72c1-4901-aa63-21238b8ebe22"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 675, ""y"": 105}, {""x"": 979, ""y"": 105}, {""x"": 979, ""y"": 589}, {""x"": 675, ""y"": 589}]}, {""name"": ""fines"", ""uuid"": ""54d13805-d290-4eb5-9daa-41316a980b1e"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 482, ""y"": 1152}, {""x"": 743, ""y"": 1152}, {""x"": 743, ""y"": 1534}, {""x"": 482, ""y"": 1534}]}, {""name"": ""fines"", ""uuid"": ""0d0b1075-d73a-459e-a39f-40b548464a7c"", ""radius"": 3, ""isFilling"": ""False"", ""related"": [], ""id"": ""d8f0331f-b84e-4be5-b274-6fe5e8b606b5"", ""color"": ""#468f00"", ""subarea"": 1, ""tool"": ""rectangle"", ""isClosed"": ""True"", ""mustShow"": ""False"", ""secondaryLabel"": [], ""min"": ""130*130"", ""strokeW"": 1.5, ""data"": [{""x"": 1406, ""y"": 1081}, {""x"": 1696, ""y"": 1081}, {""x"": 1696, ""y"": 1534}, {""x"": 1406, ""y"": 1534}]}], ""classification"": []}","0","1619438165","0","0","0","0","0","0",,"Master.MR.1.RE/mrf_data/grundon/10/2020081012/",,"5652_356794.jpg","351569","1536","0","0","2048",,"0","0","0","0","0","0","https://jxxl-tagtag-juexing.oss-cn-hangzhou.aliyuncs.com/4020/2021/04/26/1e3944b94252e0093d0cf8f25bb880d9.jpg?x-oss-process=image/resize,m_lfit,h_100,w_100","''","0",
